Cust_ID,Customer,Dist_Code,PC #,State,Rep,MINI,APEX,C-MOUNT,Accessories,Tools,Bolts,Screws,Unknown
2630,Energy Solut,5,0,NJ,RyanW,136616,9986,5180,5945,,10420,355633,
2634,Bethlehem 23,5,0,PA,RyanW,18831,,,,,571,76614,
1745,Freedom Solar Power,1,236,TX,Genki,14721,,,,,4986,15654,
82,American Design & Build Ltd,1,9106,MD,RyanW,14160,,,,,8050,47900,
2626,Linden 02,5,0,NJ,RyanW,8940,544,,,,30,19500,
2397,Integratesun,1,3273,TX,Genki,8695,,,,,53,15648,
2219,Fusion Solar Energy Llc (Sunno,3,0,NJ,RyanW,8680,,,,,,,
63,Sundog Solar,1,4422,ME,RyanW,8540,,,,,530,27400,
1105,Freedom Solar Power,1,1132,FL,RyanW,6688,,,,,7073,19983,
94,Solarlogix,1,4422,ME,RyanW,6273,,,352,,262,19360,
2137,The Green Panel,2,0,MI,Guy,5900,,,4500,,2000,,
2685,All Energy Solar,1,4664,MN,Guy,5700,,,,,2300,25100,
66,A.m.sun Solar Inc,1,7605,CA,Genki,5400,,,,,,500,
1929,Prosolar Group Llc,1,5621,FL,RyanW,4920,,,,,,2320,
1999,Power Energy Solutions,3,0,NJ,RyanW,4880,,,,,300,,
153,Empire Solar Solutions,1,1670,NY,RyanW,4740,,,,,,14170,
2752,4205222 Momentum Solar Llc,6,0,FL,RyanW,4720,,,,,,9000,
1430,Mad Energy Nw Llc,1,8064,WA,Genki,4280,,29,430,,3140,6700,
1163,"Meraki Installers, Llc",1,5621,FL,RyanW,4186,,,,,600,12000,
51,"Ailey Solar Electric, Inc.",1,1045,IL,Guy,3980,,,,,1000,17200,
1307,Rdx Power Llc,1,8756,AZ,Genki,3976,,,,,140,22016,
883,Bright Planet Solar,1,4950,IL,Guy,3955,,,,,,11078,
1525,Diamond Solar,1,5621,FL,RyanW,3800,,,,,2840,13700,
1846,Tge Solar,1,1154,OH,Guy,3574,,,,,2123,244,
1616,Infinity Solar/Tml,1,5971,OR,Genki,3360,,,150,,,6760,
1580,Green Light Solar,1,3273,TX,Genki,3220,,,,,320,5130,
1786,Sbs Solar Inc,1,4639,MT,Genki,3200,,220,,,2840,8500,
2642,Stoneway Electric Supply Co.,2,0,WA,Genki,3200,,,7000,,,,
190,Cod Sales,1,236,TX,Genki,3129,,,,,20,7710,
343,Lunex Power Inc,1,8018,FL,RyanW,3090,,,,,898,2584,
2061,American Design & Build Ltd,1,9106,PA,RyanW,3040,,,,,1400,6000,
2017,Superior Solar Design Llc,3,0,PA,RyanW,2900,,,,,,,
1800,Nitro Dba Revolt,1,5944,WV,RyanW,2690,,,,,2606,,
1077,Phase Out Electric,1,224,MA,RyanW,2600,,,,,40,7820,
246,Bright Home Solar Dba Florida ,1,8018,FL,RyanW,2423,,,,,100,2100,
2392,603 Solar,1,4991,NH,RyanW,2305,,,,,1290,1300,
2962,Solar Energy Group Hub,1,9106,MD,RyanW,2217,,,,,,7800,
835,Phase Out Electric,1,4984,CT,RyanW,2180,,,,,,6600,
1949,Tml International,1,8064,WA,Genki,2150,,,,,60,3560,
2516,Empower Solar*,4,0,NY,RyanW,2040,,,,,,7800,
76,"American Energy Care, Inc.",1,120,NY,RyanW,2000,,,,,,7310,
2207,Mann Solar,2,0,KY,Guy,1960,,,2000,,,,
2029,Smuckers Enterprises,3,0,PA,RyanW,1900,,,,,,,
2140,Skyline Solar - Nj/Ma/Ct,2,0,NJ,RyanW,1820,140,,,,,,
2664,Invaleon Technologies Corp.,1,4422,MA,RyanW,1800,,,200,,,500,
750,American Solar Repair,1,9106,MD,RyanW,1795,13438,,,,1940,7188,
937,Sunpower Corporation,1,4950,IL,Guy,1760,,,,,,1000,
2524,Coastal Solar Mv,4,0,MA,RyanW,1740,,6,,,1800,900,
114,Hudson River Solar,1,120,NY,RyanW,1671,,,,,45,4327,
2006,Exact Energy Partners Dba Exac,3,0,PA,RyanW,1620,2012,,,,,,
1490,Current Home,1,5621,FL,RyanW,1616,,,,,,2900,
2411,Stework Llc,1,5621,FL,RyanW,1604,,,,,300,600,
1163,"Meraki Installers, Llc",1,5888,FL,RyanW,1600,,,,,1020,1920,
380,Mirasol Fafco Solar Inc.,1,8018,FL,RyanW,1580,,,,,1180,1580,
1988,Over The Top Solar,3,0,NJ,RyanW,1560,,160,,,,,
128,Luz Energy Corporation,1,148,NM,Genki,1560,,,,,,1200,
201,Synergy Solar,1,5621,FL,RyanW,1520,,,,,1080,2200,
2134,Crescent Electric Supply,2,0,IL,Guy,1500,,,10000,,4000,,
2407,Syngulf Energy,1,3273,TX,Genki,1443,,,,,,3558,
2551,Pacific Sky Solar,1,1024,CA,Genki,1435,,,,,60,2730,
1341,True Texas Solar,1,3273,TX,Genki,1392,,,,,160,3606,
2751,4988488 Marcor Solar Inc,6,0,NY,RyanW,1380,2970,,,,800,3300,
35,Green Hybrid Energy Solutions,1,1670,NY,RyanW,1380,,,,,,4240,
1963,Level Construction & Roofing L,1,5621,FL,RyanW,1377,,,,,,3700,
2902,Sunation Solar Systems Inc,4,0,NY,RyanW,1340,,,,,1500,2300,
2782,Empower Solar,4,0,NY,RyanW,1300,,,,,,3300,
125,Cleantap Energy,1,4422,ME,RyanW,1292,,,,,,2500,
286,Integrity Solar,1,1670,NY,RyanW,1261,,,,,,3260,
2746,Future Energy Solar,4,0,MA,RyanW,1260,,,,,1400,3300,
355,Skyline Solar Llc,1,4431,MA,RyanW,1220,,,,,502,100,
2270,East Coast Metal Roofing,2,0,MA,RyanW,1200,,,1000,,1200,,
2898,Abc Supply Co. Inc.,2,0,WI,Guy,1200,,,,,,,
1723,Palmetto Clean Technology,1,5944,PA,RyanW,1180,,1060,,,1500,2000,
71,Green Hybrid Energy Solutions,1,1670,CT,RyanW,1180,,,,,,3960,
2580,Solar Energy World Llc,1,8018,FL,RyanW,1150,,,,,,4200,
2426,"Meraki Installers, Llc",1,148,NM,Genki,1130,,,,,500,2420,
37,Greenlight Solar - Tx,1,236,TX,Genki,1110,,,,,370,900,
1803,Lgcy Power,1,5621,FL,RyanW,1100,,,,,,5000,
343,Lunex Power Inc,1,8618,FL,RyanW,1057,,,,,640,840,
1468,Dba Omicron Solutions,1,1987,TX,Genki,1050,,,,,,15100,
2977,Lgcy Power,1,4950,IL,Guy,1049,,,,,,2512,
2407,Syngulf Energy,1,237,TX,Genki,1045,,,,,,448,
2573,Sungreen Systems Inc,1,7133,CA,Genki,1020,,,,,,1860,
259,Northeast Solar Dba Revoluson,1,224,MA,RyanW,1020,,,,,100,,
1773,Palmetto Clean Technology,1,5621,FL,RyanW,1010,,,,,50,2200,
2714,Nrg Clean Power Inc.,1,7492,CA,Genki,1002,,,,,46,,
1989,Solar Solutions Of Missouri Ll,3,0,MO,Guy,1000,,,,,,,
587,"Paradise Energy Solutions, Llc",1,8460,PA,RyanW,1000,,,200,,,4400,
2388,Solar Landscape,1,4598,MD,RyanW,995,,,,,2,267,
730,"Fresh Coast Solar, Llc",1,4950,IL,Guy,930,,,,,,300,
2623,Ocean,5,0,NJ,RyanW,920,,,,,,400,
2749,7097 Voltaic Solaire Llc,6,0,NJ,RyanW,920,,,,,,400,
1436,Nrg Clean Power Inc,1,1024,CA,Genki,915,,,,,,534,
2107,Universal Electric Pnw Llc,1,8064,WA,Genki,900,,,,,1030,2590,
2024,Robinhood Solar Dba Ethical En,3,0,PA,RyanW,900,,,,,100,,
1998,Velocity Energy & Home Solutio,3,0,NJ,RyanW,900,,,,,,,
577,J4 Energy Llc,1,4991,NH,RyanW,882,,,,,140,2428,
2756,Todel Construction (My State E,1,4560,FL,RyanW,876,,,,,,1510,
112,Devlin Contracting & Maintenan,1,224,MA,RyanW,860,,,,,,2900,
1560,Evolution Power,1,4560,FL,RyanW,860,,,,,,1096,
2370,Greenway Solar,1,4664,MN,Guy,850,443,,,,420,1700,
2252,Gs Renewable Solutions,1,236,TX,Genki,840,,,,,,,
269,Codsales,1,5621,FL,RyanW,838,,,,,693,890,
1420,"Boss Energy, Llc.",1,1132,SC,RyanW,820,,,,,60,1560,
2013,Ce Team Inc,3,0,NJ,RyanW,820,,,,,100,,
2042,Radiant Energy & Solar,1,5621,FL,RyanW,820,,,,,,,
469,Green Brilliance,1,9106,MD,RyanW,812,,,,,,200,
988,"Positivesynergyllc,Dba Havasu ",1,4090,AZ,Genki,800,,2700,,,500,600,
515,Innovative Solar,1,8018,FL,RyanW,800,,,,,640,2200,
173,Sunblue Energy,1,1670,NY,RyanW,800,,,,,20,2120,
2748,82047 Jordan Solar,6,0,MT,Genki,800,,,,,,,
2858,Smedouts Services,1,5621,FL,RyanW,800,,,,,100,600,
2374,Powerfin Texas Solar Projects ,1,236,TX,Genki,796,,,,,70,1560,
1737,Freedom Solar Power,1,1132,NC,RyanW,787,,,,,1300,670,
1705,Solar Tek Energy Of Austin,1,236,TX,Genki,780,,,,,200,280,
1820,D&D Solar,1,4979,IL,Guy,780,,,,,500,3200,
2146,Florida Solar Products Inc,2,0,FL,RyanW,740,,,1300,,1400,,
1288,Xero Solar,1,7133,CA,Genki,725,,830,,,1156,1590,1
2693,Sweetwater Energy Services,1,3273,TX,Genki,725,,,,,100,540,
1948,Sun Up Solar,1,4422,ME,RyanW,700,,,,,320,2840,
1445,"Meraki Installers, Llc",1,1987,TX,Genki,696,,,,,25,1000,
1046,Synergy Power,1,5040,CA,Genki,691,,,,,240,160,
2686,Affordable Solar Roof Air,1,8018,FL,RyanW,682,,,,,,2600,
98,Tempo Electric,1,4090,NV,Genki,680,,,,,,,
1528,Infinity Solar,1,148,NM,Genki,680,,,,,100,1200,
2680,Bright Home Solutions,4,0,MA,RyanW,680,,,,,400,200,
2708,R L Solar Service,3,0,NJ,RyanW,680,,,,,,,
483,Expert Inc,1,8618,FL,RyanW,663,,,,,242,603,
206,Ion Solar Pros,1,4984,CT,RyanW,660,,,,,80,1280,
495,Cod Account,1,6435,CA,Genki,643,,,,,20,994,
3078,4205963 Western Florida Rgo : ,6,0,TX,Genki,640,,,,,,,
1689,Smart Energy - Shop Acct,1,4391,TX,Genki,632,,,,,76,,
962,Empower Energy Solutions,1,4991,NH,RyanW,630,,,,,100,2200,
2141,Exact Energy Partners Llc,2,0,PA,RyanW,620,688,,4000,,400,,
2539,Sunlift Solar Llc,1,8618,FL,RyanW,620,,,,,135,80,
2408,Syngulf Energy - Shop,1,4391,TX,Genki,611,,,,,136,,
190,Cod Sales,1,4391,TX,Genki,609,,4,,,,,
2977,Lgcy Power,1,1045,IL,Guy,605,,,,,,1100,
1210,Critical Mass Solar,1,224,MA,RyanW,601,,,,,,1400,
2442,"Cod-Integrate Sun, Llc",1,8756,AZ,Genki,600,,,,,,720,
1465,Trinity Solar,1,4984,NJ,RyanW,600,,,,,,,
2612,All Energy Solar,1,224,MA,RyanW,600,,,,,,2000,
2783,Direct Solar Llc,1,4090,NV,Genki,600,,,,,,,
216,Great Sky,1,224,MA,RyanW,595,,,,,580,820,
2388,Solar Landscape,1,9106,MD,RyanW,595,,,,,,1340,
2583,Scs Energy Llc,1,5621,FL,RyanW,591,,,,,,,
2776,Integratesun,1,5944,MD,RyanW,585,,,,,,1070,
2947,Castle Energy,3,0,PA,RyanW,580,,,,,,,
2565,Commercial Solutions - Mid-Atl,1,5887,NJ,RyanW,579,,,,,,33,
2434,International,1,4560,FL,RyanW,572,,,,,,2439,
442,Cod Sales,1,4984,CT,RyanW,569,,,,,,620,
2470,Summit Solar Solutions Llc,4,0,MA,RyanW,560,,3,,,600,4500,
31,"Ensolar Usa, Llc",1,8618,FL,RyanW,560,,,208,,40,,
1574,Savkat,1,4984,CT,RyanW,560,,,,,20,1912,
2419,Rise Solutions,3,0,NJ,RyanW,560,,,,,,,
1714,The Solar Exchange,1,8756,AZ,Genki,560,,,,,,,
1409,Solar Energy World Llc,1,9106,MD,RyanW,560,,,,,,2000,
198,Onsite Energy,1,821,MT,Genki,560,,,,,,1700,
1744,Freedom Solar Power,1,1875,CO,Genki,559,,,,,8600,32760,
416,All Energy,1,4664,MN,Guy,540,,,,,40,120,
1979,Central Homes Solar,1,5621,FL,RyanW,540,,,,,,300,
2019,Hammer & Bell Co,3,0,PA,RyanW,540,,,,,,,
2150,Empowered Energy Systems,2,0,CO,Genki,540,,,,,200,,
1286,Smart Solar Of Southern Califo,1,7133,CA,Genki,536,,,,,,838,
2569,All Energy Solar,1,4407,WI,Guy,535,,,,,135,1325,
2694,Sunlink Energy,1,8756,AZ,Genki,527,,,,,100,942,
2514,Emt Renewables Llc *,4,0,NJ,RyanW,520,70953,170,,,708,46400,
1473,Dba Southwest Energy,1,1987,TX,Genki,520,,,,,40,5400,
2224,Infinity Solar,1,704,OR,Genki,520,,,,,,1000,
1947,Palmetto Clean Technology,1,1132,NC,RyanW,517,,,,,768,2860,
1918,Fastrac,1,3273,TX,Genki,510,,,,,,608,
26,American Energy And Constructi,1,5621,FL,RyanW,509,,,,,100,900,
2211,Solar Gain Inc.,1,8808,CA,Genki,500,,,,,,1040,
2456,Venture Home Solar Llc*,4,0,ME,RyanW,500,,,,,,200,
1901,Greenlight Solar,1,236,TX,Genki,500,,,,,,590,
2819,Lumio Hx Inc,1,5364,OK,Guy,490,,,,,,,
1175,Green Power Energy,1,8460,CT,RyanW,485,,,,,270,2290,
438,Cod Only,1,9106,MD,RyanW,484,225,,,,70,590,
1602,Cod Accounts,1,1024,CA,Genki,484,,,,,12,1678,
1372,"Nexus Energy Systems, Llc",1,6408,VA,RyanW,480,,,,,160,,
255,Insight Ventures Llc,1,224,MA,RyanW,480,,,,,200,1900,
1767,Sunpower Corporation,1,4984,NJ,RyanW,480,,,,,,,
344,Next Door Home Upgrades,1,1024,CA,Genki,480,,,,,,1500,
2529,Bright Planet Solar,4,0,MA,RyanW,480,,,,,,1500,
2735,Capstone Solutions,1,8064,WA,Genki,480,,,,,80,1288,
2906,Pennsauken,5,0,NJ,RyanW,480,,,,,,,
50,8m Solar,1,6058,NC,RyanW,479,,,,,,2332,
83,Cod Sales,1,8618,FL,RyanW,470,,,,,160,1290,
190,Cod Sales,1,239,TX,Genki,461,16,,80,,281,1255,
2511,"Fullers Energy, Llc",4,0,MA,RyanW,460,,,,,300,100,
279,Quest Solar -Quest Home Improv,1,1670,NY,RyanW,450,,,,,130,2170,
687,Solar Specialist Inc,1,5621,FL,RyanW,450,,,,,,300,
2667,Innovative Solar Nature Coast,1,8018,FL,RyanW,440,,,,,,1200,
2717,Homeland Solar,1,960,MI,Guy,440,,,,,,1760,
2792,Better Earth Electric Inc,1,4391,CA,Genki,438,,,,,,,
133,Sunlight Enterprises Inc,1,5621,FL,RyanW,429,,,,,10,1090,
1820,D&D Solar,1,6640,IL,Guy,420,,,,,500,2000,
2555,Laguna Hills - Ced,1,7133,CA,Genki,420,,,,,,120,
2675,Es Solar Llc,1,5951,ID,Genki,420,,,,,440,1000,
1745,Freedom Solar Power,1,768,TX,Genki,420,,,,,,,
3042,[Cod] Integrate Sun,1,6408,MD,RyanW,420,,,,,,,
2710,Power Pro Solutions Llc,1,1987,TX,Genki,414,,,,,,,
2971,Onsite Energy Inc,1,1670,NJ,RyanW,410,,,,,90,1190,
190,Cod Sales,1,3273,TX,Genki,408,,,,,,122,
1921,Complete Solar,1,6435,CA,Genki,401,,,,,,620,530
354,Renu Energy Solutions,1,6058,NC,RyanW,400,,,,,,,
2133,Strawberry Solar,2,0,MI,Guy,400,,,500,,500,,
2750,6058 Harness The Sun Llc,6,0,CT,RyanW,400,,,,,600,1500,
2844,81919 Smuckers Sales & Service,6,0,PA,RyanW,400,,,,,,,
36,Green Solutions Of Fl,1,5621,FL,RyanW,396,,,,,56,400,
894,Emerald Energy,1,6058,NC,RyanW,395,,,,,,1025,
1560,Evolution Power,1,5621,FL,RyanW,390,,,,,200,1064,
406,Sun Up Solar,1,4991,NH,RyanW,380,,60,,,240,1020,
1577,Tge Solar,1,8187,WA,Genki,380,,,,,292,1700,
3118,80543 The Powerstore Ltd,6,0,TX,Genki,380,,,,,,,
2666,Integrate Sun Llc,1,1132,GA,RyanW,379,,,,,,782,
1739,Nrg Clean Power,1,7492,CA,Genki,378,,,,,120,,
1901,Greenlight Solar,1,3273,TX,Genki,370,,,,,,,
83,Cod Sales,1,8018,FL,RyanW,367,,,,,100,320,
3005,Simplicity Power Llc,1,237,TX,Genki,365,,,,,,670,
1802,Evolution Power Llc,1,8618,FL,RyanW,360,,,,,,400,
2560,Gaf Energy Llc,1,5621,FL,RyanW,360,,,,,,725,
1845,New Day Energy,1,4431,MA,RyanW,360,,,,,280,1480,
2531,Beacon Solar Constructio Inc*3,4,0,MA,RyanW,360,,,,,600,2000,
1794,Green Power Energy,1,236,TX,Genki,352,,,,,230,896,
183,Nathan Wood General Contractor,1,9185,HI,Genki,350,,,,,300,300,
1163,"Meraki Installers, Llc",1,4560,FL,RyanW,345,,,,,100,100,
15,Photon Brothers,1,1875,CO,Genki,344,,,,,300,4520,
1388,Georgia Solar Pros,1,5888,FL,RyanW,340,,,,,340,1360,
2367,Nova Direct Homes,1,236,TX,Genki,340,,,,,,,
2665,Integratesun,1,3273,NV,Genki,340,,,,,,342,
2707,Revolt Electric (Dba Solar Sho,1,311,CA,Genki,340,,,,,,320,
2692,Tge Solar,1,8187,ID,Genki,340,,,,,60,1200,
3094,Skyline Solar Llc,1,4984,CT,RyanW,340,,,,,,,
1163,"Meraki Installers, Llc",1,3395,FL,RyanW,335,,,,,700,800,
2208,Palmetto Clean Technology,1,1132,GA,RyanW,330,,,,,,815,
2691,The Solar Scouts,1,237,TX,Genki,330,,,,,,,
2992,Todel Construction-My State En,1,5621,FL,RyanW,324,,,,,,700,
2716,Integratesun,1,5944,PA,RyanW,323,,,,,,646,
714,Valley Solar Llc,1,224,MA,RyanW,320,,220,,,175,900,
171,Solar Source,1,8618,FL,RyanW,320,,,,,200,,
2810,Senergy Solar Cayman Ltd,1,4560,FL,RyanW,320,,,,,,1400,
2891,Cod-Detach And Reset Solar,1,8018,FL,RyanW,320,,,,,,1080,
3079,4205963 Western Florida Rgo : ,6,0,FL,RyanW,320,,,,,,,
18,Sunergy Solar Llc,1,8018,FL,RyanW,310,,,,,210,1390,
1792,"Solq, Llc",1,4407,WI,Guy,310,,,,,270,540,
2557,Homeowner/ 1 Time Sale,1,237,TX,Genki,305,55,,60,,24,1060,
2084,Revolution Energy Systems Inc,1,1045,IN,Guy,300,,,,,300,,
817,Professional Electrical Servic,1,5621,FL,RyanW,300,,,,,4,600,
1578,Cod-Global Solar Group,1,1987,TX,Genki,300,,,,,,1100,
1131,Cape Fear Solar Systems,1,6058,NC,RyanW,300,,,,,,650,
1733,Sunnova Energy Corporation,1,4431,MA,RyanW,300,,,,,300,500,
1408,Eequals,1,6640,MO,Guy,300,,,,,,80,
2589,Ny State Solar,3,0,NY,RyanW,300,,,,,600,,
562,Cod Sales,1,8801,WA,Genki,300,,,,,,300,
2483,Resne Inc*,4,0,RI,RyanW,300,,,,,300,200,
2808,Solar Medix Llc,3,0,NJ,RyanW,300,,,,,200,,
3044,"Sunrgy, Llc",2,0,TX,Genki,300,,,,,,,
3068,Ethical Energy Solar,3,0,PA,RyanW,300,,,,,,,
83,Cod Sales,1,4560,FL,RyanW,298,,,,,50,1100,
190,Cod Sales,1,1987,TX,Genki,295,,,,,,500,
11,Home Pro Solutions,1,1987,TX,Genki,293,,,,,,4000,
1633,Connectm Technology Services L,1,224,MA,RyanW,288,,,,,,100,
105,Solar Sme,1,236,MD,RyanW,285,,,,,35,340,
2871,Mirasol Solar Inc,1,8018,FL,RyanW,285,,,,,,1980,
1608,Ny Solar Maint / Amer Solar Re,1,5621,FL,RyanW,280,1673,,,,500,700,
1654,Mass Power Solutions,1,4431,MA,RyanW,280,,,,,180,100,
445,Shippee Solar & Construction,1,4984,CT,RyanW,280,,,,,,1020,
1163,"Meraki Installers, Llc",1,8018,FL,RyanW,280,,,,,,520,
2744,Sunnova Energy Corporation,4,0,NJ,RyanW,280,,,,,300,1200,
2775,Invaleon Technologies Corp*,4,0,MA,RyanW,280,,,,,300,100,
453,Lunex Power Inc,1,224,MA,RyanW,280,,,,,,5150,
3000,Solar Panther,1,5885,IL,Guy,280,,,,,40,40,
239,Circa Energy,1,9106,MD,RyanW,271,,,,,200,900,
2667,Innovative Solar Nature Coast,1,8618,FL,RyanW,270,,,,,60,900,
747,Nuwatt Energy,1,224,MA,RyanW,266,,,,,160,980,
2957,Valectric Llc,1,1987,TX,Genki,263,,,,,,400,
2151,Solar Energy Solutions,2,0,KY,Guy,260,,,100,,100,,
2674,Fal Solar Systems,3,0,NJ,RyanW,260,,,,,,,
1358,Cod Sales,1,4029,NM,Genki,260,,,,,,,
1773,Palmetto Clean Technology,1,8618,FL,RyanW,260,,,,,,1220,
2975,Lgcy Power,1,237,TX,Genki,260,,,,,,,
1893,Pv Maine,1,4422,ME,RyanW,254,,,,,,650,
81,Texas Solar Outfitters,1,3273,TX,Genki,251,,,,,,792,
1932,Greenlight Solar,1,1875,CO,Genki,247,,,,,330,5440,
2641,Sunstone Solar,1,8187,WA,Genki,244,,,,,,1050,
2554,Mona Lee Inc,1,5621,FL,RyanW,242,,,,,,480,
2443,Cod Solarface,1,8018,FL,RyanW,240,,,,,183,300,
2495,My Generation Energy,4,0,MA,RyanW,240,,,,,100,300,
2104,Lumio Hx Inc Shop Account,1,4391,TX,Genki,240,,,,,,,
2598,Energy Select Llc,2,0,MD,RyanW,240,,,,,,1000,
2089,Al & Jon Services,1,224,MA,RyanW,240,,,,,,100,
2383,Savkat,1,4991,NH,RyanW,240,,,,,,1000,
635,"Kapital Electric, Inc",1,4950,IL,Guy,240,,,,,,,
3008,Rhythm Solar Llc,3,0,NJ,RyanW,240,,,,,,,
3121,4204602 Forever Solar Inc Dba ,6,0,CA,Genki,240,,,,,,,
1905,Solar Energy Specialists Corp,1,5621,FL,RyanW,238,,,,,,,
771,Sun Dial Solar,1,4991,NH,RyanW,236,,,,,24,1190,
611,Moody Mountain Solar,1,4422,ME,RyanW,236,,,,,60,650,
2059,Sunwave,1,5621,FL,RyanW,235,,,,,160,5160,
3012,Lgcy Power,1,4391,UT,Genki,234,,,,,,,
2556,Howe Custom Home Builders,1,6435,CA,Genki,232,,,,,25,400,
131,Streamline Energy Llc,1,236,TX,Genki,230,,,,,130,300,
1158,Eequals,1,6640,IL,Guy,227,,,,,,240,
567,Cal Sun Electric & Solar Syste,1,7605,CA,Genki,225,,,,,65,600,
928,Solar Power Nw,1,8801,WA,Genki,220,673,,50,,312,401,
205,Empower Energy Solutions,1,224,MA,RyanW,220,,100,,,,1624,
185,Pm & M Elecric Dba Titan Solar,1,1987,TX,Genki,220,,,,,,,
2535,Venture Home Solar Llc*,4,0,CT,RyanW,220,,,,,,,
2538,Sunnova Retrofit,1,1987,TX,Genki,220,,,,,,,
2566,Commercial Solutions - Mid-Atl,1,9106,MD,RyanW,220,,,,,200,13000,
2770,New Jersey Clean Energy*3,4,0,NJ,RyanW,220,,,,,300,,
2523,Devlin Contracting & Maint Inc,4,0,MA,RyanW,220,,,,,300,500,
460,Henderson Electric,1,7605,CA,Genki,220,,,,,,,
2203,Sunny Side Solar Fl,1,5888,FL,RyanW,220,,,,,40,,
2873,J&C Energy Enterprise Llc,1,8018,FL,RyanW,215,,,,,,,
2631,Cranbury,5,0,NJ,RyanW,210,,,,,,200,
1117,Connected Energy Solar,1,5944,PA,RyanW,210,,,,,410,1490,
21,Unicity Solar Energy Llc,1,8018,FL,RyanW,205,,,,,53,1100,
2622,Phillipsb 24,5,0,NJ,RyanW,205,,,,,,820,
2651,Roi Construction Llc,1,9106,MD,RyanW,204,,,,,300,,
1304,Lumio Hx Inc.,1,8756,AZ,Genki,202,,,,,110,1300,
2205,Doherty  Services Llc,1,237,TX,Genki,202,,,,,,240,
